objectid,filename,title,creator,mine,date,description,subject,location,latitude,longitude,source,format_original,format,type,identifier,language,rights,rightsstatement
la_punk_8074_box_1_music_event_flyers_1_2_009,lapunk_box8074_9.jpg,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_2.",punk rock music; concert flyers; music scene; Los Angeles; political protest; anti establishment; punk culture; D.O.A.; China White; Legal Weapon; Vex; Los Angeles,"The Vex, 1556 S Broadway, Los Angeles, CA 90015, USA",34.0318,-118.2654,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-9,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_music_event_flyers_1_2_010,lapunk_box8074_10.jpg,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_2.",punk rock music; concert flyers; music scene; Los Angeles; counterculture; media activism; KPFA; California; Berkeley; Martin A. Lee,"KPFK, 3729 Cahuenga Blvd W, Los Angeles, CA 90068, USA",34.1343,-118.3617,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-10,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_music_event_flyers_1_2_011,lapunk_box8074_11.jpg,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_2.",punk rock music; concert flyers; music scene; Los Angeles; culture; counterculture; political protest; Social Distortion; 45 Grave; Meat Puppets; Whiskey a Go Go,"Whisky a Go Go, 8901 Sunset Blvd, West Hollywood, CA 90069, USA",34.0906,-118.3862,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-11,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_band_stickers_1_4_014,lapunk_box8074_14.jpg,Band Sticker,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder band_stickers_1_4.",punk culture; stickers; bands; Los Angeles; band logo; culture; Poison Idea,"Los Angeles, California",34.0522,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-14,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_band_stickers_1_4_015,lapunk_box8074_15.jpg,Band Sticker,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder band_stickers_1_4.",punk culture; stickers; bands; Los Angeles; culture; Bulimia Banquet; Mentors; Kings of Oblivion; Hollywood,"6840 Hollywood Blvd, Hollywood, CA 90028, USA",34.1016,-118.337,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-15,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_band_stickers_1_4_016,lapunk_box8074_16.jpg,Band Sticker,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder band_stickers_1_4.",punk culture; stickers; bands; Los Angeles; protest; anti establishment; militarism critique; China White; Monte Carlo; Sunset Blvd; Vietnam; Indochinese; Malay Peninsula; Pentagon,"Monte Carlo 2, 5222 Sunset Blvd, Los Angeles, CA 90027, USA",34.0983,-118.3026,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-16,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_music_event_flyers_1_3_018,lapunk_box8074_18.jpg,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_3.",punk rock music; concert flyers; music scene; Los Angeles; protest; anti authoritarian; Latin America; Contra; Junta; U-Gene’s Bar; Pico Rivera; Telegraph Rd,"U-Gene's Bar, 9333 Telegraph Rd, Pico Rivera, CA 90660, USA",33.9937,-118.0866,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-18,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_music_event_flyers_1_3_019,lapunk_box8074_19.jpg,Music Event Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder music_event_flyers_1_3.",punk rock music; concert flyers; music scene; Los Angeles; culture; political protest; TSOL; Bad Religion; Goleta; California; Utah,"Goleta Valley Community Center, 5679 Hollister Ave, Goleta, CA 93117, USA",34.4352,-119.8273,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-19,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_band_stickers_1_4_021,lapunk_box8074_21.jpg,Band Sticker,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder band_stickers_1_4.",punk culture; stickers; bands; Los Angeles; band logo; culture; political protest; Black Flag,"Los Angeles, California",34.0522,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-21,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_band_stickers_1_4_022,lapunk_box8074_22.jpg,Band Sticker,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder band_stickers_1_4.",punk culture; stickers; bands; Los Angeles; collage; protest; anti authoritarian; police brutality critique; censorship; punk culture; Black Flag; Police Story,"Los Angeles, California",34.0522,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-22,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_band_stickers_1_4_024,lapunk_box8074_24.jpg,Band Sticker,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder band_stickers_1_4.",punk culture; stickers; bands; Los Angeles; text art; culture; political protest; anti war; Discharge,"Los Angeles, California",34.0522,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-24,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_band_stickers_1_4_026,lapunk_box8074_26.jpg,Band Sticker,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder band_stickers_1_4.",punk culture; stickers; bands; Los Angeles; text art; culture; political protest; anti war,"Los Angeles, California",34.0522,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-26,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_band_stickers_1_4_028,lapunk_box8074_28.jpg,Band Sticker,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder band_stickers_1_4.",punk culture; stickers; bands; Los Angeles; stickers; political protest; anti-establishment; anarchism; underground media; subculture communication; visual ephemera,"Los Angeles, California",34.0522,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-28,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_flyers_1_6_031,lapunk_box8074_31.jpg,Political/Social Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_flyers_1_6.",punk culture; political activism; social issues; flyers; Los Angeles; SHARP; skinheads against racial prejudice; white power movement; subculture; ska music; anti-racism; membership forms; politics,"Los Angeles, California",34.0522,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-31,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_flyers_1_6_032,lapunk_box8074_32.jpg,Political/Social Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_flyers_1_6.",evangelical Christianity; religious pamphlets; street outreach; conversion literature; Jesus Christ; Romans 10:9; Anaheim California; DIY print; countercultural religion; moral reform narratives; youth outreach; punk scene crossover,"PO Box 711, Anaheim, CA 92805, USA",33.8366,-117.9143,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-32,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_flyers_1_6_033,lapunk_box8074_33.jpg,Political/Social Flyer,John Brown Anti-Klan Committee; Center for Black Survival,Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_flyers_1_6.",punk culture; political activism; social issues; flyers; Los Angeles; John Brown Anti-Klan Committee; Center for Black Survival,"San Francisco, CA 94103, USA",37.7749,-122.4194,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-33,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_flyers_1_6_034,lapunk_box8074_34.jpg,Political/Social Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_flyers_1_6.",punk culture; political activism; social issues; flyers; Los Angeles; Vietnamese diaspora; Văn Nghệ Quốc Kháng; anti-communism; Vietnamese culture; political performance; refugee communities; war; politics; Pasadena City College; Pasadena; community event; cultural resistance; Southeast Asian diaspora; immigrant communities; music scene,"Pasadena City College, Pasadena, California",34.143,118.1253,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-34,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_flyers_1_6_035,lapunk_box8074_35.jpg,Political/Social Flyer,Cindy Mitchell; Scott Mitchell,Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_flyers_1_6.",punk culture; political activism; social issues; flyers; Los Angeles; 1960s nostalgia; culture; counterculture; peace movement; anti-war; Pasadena California; Del Mar Boulevard; party flyer; retro revival; communal living; Mitchell commune; social gathering; vintage aesthetics,"Pasadena City College Campus Center, 1570 E Colorado Blvd, Pasadena, CA 91106, USA",34.1459,-118.1155,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-35,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_flyers_1_6_036,lapunk_box8074_36.jpg,Political/Social Flyer,Guardian Angels,Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_flyers_1_6.",punk culture; political activism; social issues; flyers; Los Angeles; Guardian Angels; Curtis Sliwa; Lisa Evers; New York City; community patrols; vigilante groups; crime prevention; urban safety; 1980s policing; public safety; civic organizations; volunteer patrols; subway safety; grassroots security; law enforcement alternatives; urban activism,"New York City, New York",40.7128,-74.006,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-36,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_flyers_1_6_037,lapunk_box8074_37.jpg,Political/Social Flyer,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_flyers_1_6.",punk culture; political activism; social issues; flyers; Los Angeles; Guardian Angels; Curtis Sliwa; Lisa Evers; New York City; community patrols; vigilante groups; crime prevention; urban safety; 1980s policing; public safety; civic organizations; volunteer patrols; subway safety; grassroots security; law enforcement alternatives; urban activism,"Guardian Angels, PO Box 475, Monrovia, CA 91016, USA",34.1443,-118.0019,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-37,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_flyers_1_6_038,lapunk_box8074_38.jpg,Political/Social Flyer,Dr. Steven Bardwell,Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_flyers_1_6.",punk culture; political activism; social issues; flyers; Los Angeles; Steven Bardwell; National Democratic Policy Committee; Caltech; California Institute of Technology; Pasadena California; nuclear freeze movement; War; nuclear weapons; laser fusion; relativistic beams; anti-nuclear activism; scientific politics; Reagan era; arms race; public lecture; political science discourse,"Beckman Hall, California Institute of Technology, 24 Beckman Mall, Pasadena, CA 91125, USA",34.1377,-118.1253,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-38,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_bovine_gazette_issues_1_7_040,lapunk_box8074_40.jpg,Bovine Gazette Issue,Mad Dog Productions,Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder bovine_gazette_issues_1_7.",punk culture; zines; periodicals; Los Angeles; Bovine Poetry Review; Richard Nixon; Mad Dog Productions; Pasadena California; political satire; poetry zine; literary parody,"One Dollar Mad Dog Productions, PO Box 2263, Pasadena, CA 91102, USA",34.1478,-118.1445,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-40,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_bovine_gazette_issues_1_7_041,lapunk_box8074_41.jpg,Bovine Gazette Issue,Mad Dog Productions,Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder bovine_gazette_issues_1_7.",punk culture; zines; periodicals; Los Angeles; Bovine Poetry Review; Richard Nixon; Mad Dog Productions; Pasadena California; political satire; poetry zine; literary parody,"One Dollar Mad Dog Productions, PO Box 2263, Pasadena, CA 91102, USA",34.1478,-118.1445,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-41,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_bovine_gazette_issues_1_7_042,lapunk_box8074_42.jpg,Bovine Gazette Issue,Mad Dog Productions,Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder bovine_gazette_issues_1_7.",punk culture; zines; periodicals; Los Angeles; Bovine Poetry Review; Richard Nixon; Mad Dog Productions; Pasadena California; political satire; poetry zine; literary parody,"Los Angeles, California",34.0522,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-42,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_bovine_gazette_issues_1_7_043,lapunk_box8074_43.jpg,Bovine Gazette Issue,Mad Dog Productions,Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder bovine_gazette_issues_1_7.",punk culture; zines; periodicals; Los Angeles; Bovine Poetry Review; Richard Nixon; Mad Dog Productions; Pasadena California; political satire; poetry zine; literary parody,"Los Angeles, California",34.0522,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-43,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_bovine_gazette_issues_1_7_044,lapunk_box8074_44.jpg,Bovine Gazette Issue,Mad Dog Productions,Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder bovine_gazette_issues_1_7.",punk culture; zines; periodicals; Los Angeles; comics; satire; superhero parody; visual storytelling; comic strips; counterculture media; small press comics; humor; graphic narrative,"Los Angeles, California",34.0522,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-44,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_bovine_gazette_issues_1_7_045,lapunk_box8074_45.jpg,Bovine Gazette Issue,Mad Dog Productions,Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder bovine_gazette_issues_1_7.",punk culture; zines; periodicals; Los Angeles; comics; satire; superhero parody; visual storytelling; comic strips; counterculture media; small press comics; humor; graphic narrative,"Los Angeles, California",34.0522,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-45,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_bovine_gazette_issues_1_7_046,lapunk_box8074_46.jpg,Bovine Gazette Issue,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder bovine_gazette_issues_1_7.",punk culture; zines; periodicals; Los Angeles; comics; satire; superhero parody; visual storytelling; comic strips; counterculture media; small press comics; humor; graphic narrative,"Los Angeles, California",34.0522,-118.2437,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-46,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_048,lapunk_box8074_48.jpg,Political/Social Periodical,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; Daily Cardinal; Ronald Reagan; culture; politics; satire; media critique; tabloid parody; anti-establishment; media sensationalism; punk journalism; counterculture; collage,"Hollywood, Los Angeles, CA 90028, USA",34.1016,-118.3269,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-48,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_049,lapunk_box8074_49.jpg,Political/Social Periodical,"Pettibon, Raymond, 1957- (creator); (compiler/collector unknown)",Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; Ronald Reagan; Ripon Wisconsin; activism; anti-Reagan;  protest; media critique;  politics; counterculture; collage,"Milwaukee, WI 53202, USA",43.0389,-87.9065,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-49,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
la_punk_8074_box_1_political_social_periodical_1_9_050,lapunk_box8074_50.jpg,Political/Social Periodical,Maximum Rocknroll,Courtesy of Cornell University Library. Educational use permitted.,1982-1992,"Item from the Los Angeles punk collection (#8074), located in box_1, folder political_social_periodicals_1_9.",punk culture; zines; periodicals; political activism; Los Angeles; Maximum Rocknroll; MRR; Berkeley California; Milwaukee Sentinel; Wisconsin; journalism; critique; culture; alternative media,"Berkeley, California",37.8715,-122.273,Courtesy of Cornell University Library. Educational use permitted.,Color,image/jpg,Image;StillImage,8074-50,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
